format,view,chunk_size,step_a,step_b,inter_over_a,inter_over_b,jaccard
torchsave,zipdata,4096,15,16,3e-06,3e-06,1e-06
torchsave,zipdata,4096,15,17,3e-06,3e-06,1e-06
torchsave,zipdata,4096,15,19,3e-06,3e-06,1e-06
torchsave,zipdata,4096,16,17,3e-06,3e-06,1e-06
torchsave,zipdata,4096,16,18,3e-06,3e-06,1e-06
torchsave,zipdata,4096,17,18,3e-06,3e-06,1e-06
torchsave,zipdata,4096,17,19,3e-06,3e-06,1e-06
torchsave,zipdata,4096,18,19,3e-06,3e-06,1e-06
torchsave,zipdata,65536,0,1,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,2,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,3,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,4,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,5,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,6,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,7,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,8,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,9,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,10,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,11,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,12,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,13,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,0,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,2,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,3,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,4,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,5,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,6,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,7,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,8,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,9,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,10,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,11,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,12,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,13,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,1,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,3,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,4,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,5,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,6,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,7,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,8,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,9,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,10,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,11,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,12,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,13,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,2,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,4,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,5,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,6,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,7,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,8,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,9,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,10,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,11,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,12,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,13,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,3,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,5,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,6,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,7,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,8,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,9,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,10,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,11,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,12,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,13,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,4,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,6,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,7,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,8,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,9,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,10,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,11,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,12,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,13,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,5,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,6,7,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,6,8,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,6,9,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,6,10,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,6,11,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,6,12,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,6,13,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,6,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,6,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,6,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,6,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,6,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,6,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,7,8,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,7,9,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,7,10,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,7,11,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,7,12,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,7,13,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,7,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,7,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,7,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,7,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,7,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,7,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,8,9,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,8,10,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,8,11,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,8,12,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,8,13,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,8,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,8,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,8,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,8,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,8,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,8,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,9,10,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,9,11,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,9,12,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,9,13,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,9,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,9,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,9,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,9,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,9,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,9,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,10,11,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,10,12,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,10,13,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,10,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,10,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,10,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,10,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,10,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,10,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,11,12,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,11,13,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,11,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,11,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,11,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,11,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,11,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,11,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,12,13,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,12,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,12,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,12,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,12,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,12,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,12,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,13,14,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,13,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,13,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,13,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,13,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,13,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,14,15,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,14,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,14,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,14,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,14,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,15,16,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,15,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,15,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,15,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,16,17,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,16,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,16,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,17,18,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,17,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,65536,18,19,4.4e-05,4.4e-05,2.2e-05
torchsave,zipdata,1048576,0,1,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,2,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,3,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,4,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,5,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,6,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,7,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,8,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,9,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,10,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,11,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,12,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,13,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,0,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,2,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,3,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,4,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,5,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,6,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,7,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,8,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,9,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,10,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,11,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,12,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,13,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,1,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,3,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,4,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,5,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,6,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,7,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,8,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,9,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,10,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,11,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,12,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,13,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,2,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,4,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,5,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,6,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,7,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,8,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,9,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,10,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,11,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,12,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,13,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,3,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,5,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,6,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,7,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,8,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,9,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,10,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,11,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,12,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,13,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,4,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,6,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,7,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,8,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,9,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,10,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,11,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,12,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,13,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,5,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,6,7,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,6,8,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,6,9,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,6,10,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,6,11,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,6,12,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,6,13,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,6,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,6,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,6,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,6,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,6,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,6,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,7,8,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,7,9,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,7,10,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,7,11,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,7,12,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,7,13,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,7,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,7,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,7,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,7,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,7,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,7,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,8,9,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,8,10,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,8,11,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,8,12,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,8,13,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,8,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,8,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,8,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,8,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,8,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,8,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,9,10,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,9,11,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,9,12,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,9,13,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,9,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,9,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,9,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,9,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,9,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,9,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,10,11,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,10,12,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,10,13,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,10,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,10,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,10,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,10,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,10,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,10,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,11,12,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,11,13,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,11,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,11,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,11,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,11,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,11,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,11,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,12,13,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,12,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,12,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,12,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,12,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,12,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,12,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,13,14,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,13,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,13,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,13,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,13,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,13,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,14,15,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,14,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,14,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,14,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,14,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,15,16,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,15,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,15,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,15,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,16,17,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,16,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,16,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,17,18,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,17,19,0.000723,0.000723,0.000362
torchsave,zipdata,1048576,18,19,0.000723,0.000723,0.000362
torchsave,zipdata,4194304,0,1,0.0,0.0,0.0
torchsave,zipdata,4194304,0,2,0.0,0.0,0.0
torchsave,zipdata,4194304,0,3,0.0,0.0,0.0
torchsave,zipdata,4194304,0,4,0.0,0.0,0.0
torchsave,zipdata,4194304,0,5,0.0,0.0,0.0
torchsave,zipdata,4194304,0,6,0.0,0.0,0.0
torchsave,zipdata,4194304,0,7,0.0,0.0,0.0
